Note,"Commission regulations permit non-US-based NVOCCs to be licensed or unlicensed (See 46 CFR 515.11, 46 CFR 515.21, also Ocean Transportation Intermediary FAQs available on the Commission website under the FAQ and Notices button). On this listing, unlicensed non-US-based NVOCCs are designated with ** in the License No. field. Licensed non-US-based NVOCCs are included in this list with their license number in the License No. field."
Federal Maritime Commission,
Ocean Transportation Intermediaries (OTI) List,
Org. No.,Lic. No.,Renewal,NAME,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,China Bond Rider Effective Date,Latitude,Longitude
023413,023413,3/31/2023 12:00:00 AM,"RICH PACIFIC USA, INC.","21680 GATEWAY CENTER DRIVE SUITE 128 DIAMOND BAR, CA 91765 UNITED STATES",N/A,21680 GATEWAY CENTER DRIVE,SUITE 128,DIAMOND BAR,CA,91765,UNITED STATES,(626) 965-8588,,33.99033,-117.9236
018358,014847,7/31/2024 12:00:00 AM,RICOH LOGISTICS CORPORATION,"501 BURNING TREE ROAD FULLERTON, CA 92833 UNITED STATES",N/A,501 BURNING TREE ROAD,,FULLERTON,CA,92833,UNITED STATES,(714) 515-3573,,33.71652,-117.8419
020952,020952,2/28/2024 12:00:00 AM,RIHUA SHIPPING USA,"33175 TEMECULA PARKWAY SUITE A-722 TEMECULA, CA 92592 UNITED STATES",N/A,33175 TEMECULA PARKWAY,SUITE A-722,TEMECULA,CA,92592,UNITED STATES,(661) 618-0630,,34.585,-118.1486
019626,019626,6/30/2023 12:00:00 AM,RI-TIME LOGISTIC CORP.,"2707 E. VALLEY BLVD #306 SUITE 204 WEST COVINA, CA 91792 UNITED STATES",N/A,2707 E. VALLEY BLVD #306,SUITE 204,WEST COVINA,CA,91792,UNITED STATES,(626) 839-0968,,33.99499,-117.8822
029688,029688,8/31/2025 12:00:00 AM,ROE LINE INC.,"2705 S. DIAMOND BAR BLVD. DIAMOND BAR, CA 91765 UNITED STATES",R.O.E. LINE,2705 S. DIAMOND BAR BLVD.,,DIAMOND BAR,CA,91765,UNITED STATES,(909) 648-1969,,34.00658,-117.8098
026645,024574,4/30/2025 12:00:00 AM,ROYAL CARGO INC,"14101 ROSECRANS AVENUE UNIT I LA MIRADA, CA 90638 UNITED STATES",N/A,14101 ROSECRANS AVENUE,UNIT I,LA MIRADA,CA,90638,UNITED STATES,(310) 974-4500,,33.90668,-118.0101
025034,025034,4/30/2023 12:00:00 AM,"RS SHIPPING, INC.","300 WEST VALLEY BOULEVARD SUITE 15-A ALHAMBRA, CA 91803 UNITED STATES",N/A,300 WEST VALLEY BOULEVARD,SUITE 15-A,ALHAMBRA,CA,91803,UNITED STATES,(626) 376-6069,,34.07451,-118.1434
025767,025767,7/31/2024 12:00:00 AM,RTW LOGISTICS INC.,"500 EAST CARSON PLAZA DRIVE SUITE 224 CARSON, CA 90746 UNITED STATES",N/A,500 EAST CARSON PLAZA DRIVE,SUITE 224,CARSON,CA,90746,UNITED STATES,(310) 237-5834,,33.85844,-118.2554
016424,016424,4/30/2023 12:00:00 AM,"S. R. INTERNATIONAL, INC.","2461 WEST 208TH STREET SUITE 102 TORRANCE, CA 90501 UNITED STATES","SEA-ROAD INTERNATIONAL, INC.",2461 WEST 208TH STREET,SUITE 102,TORRANCE,CA,90501,UNITED STATES,(310) 417-5030,,33.84418,-118.3278
012702,012702,2/28/2025 12:00:00 AM,"S.E.S. INTERNATIONAL EXPRESS, INC.","10105 DOTY AVENUE SUITE A INGLEWOOD, CA 90303 UNITED STATES",N/A,10105 DOTY AVENUE,SUITE A,INGLEWOOD,CA,90303,UNITED STATES,(310) 673-9937,4/27/2017 12:00:00 AM,33.94452,-118.3399
021150,021150,10/31/2024 12:00:00 AM,S.F. SYSTEMS (GROUP) LTD.,"1153 SANDIA AVENUE LA PUENTE, CA 91746 UNITED STATES",N/A,1153 SANDIA AVENUE,,LA PUENTE,CA,91746,UNITED STATES,(909) 594-1888,11/23/2012 12:00:00 AM,34.05312,-117.9656
009714,009714,4/30/2023 12:00:00 AM,S.Y. SHIPPING CORPORATION,"16700 VALLEY VIEW AVE. SUITE 260 LA MIRADA, CA 90638 UNITED STATES",N/A,16700 VALLEY VIEW AVE.,SUITE 260,LA MIRADA,CA,90638,UNITED STATES,(562) 467-5455,11/23/2012 12:00:00 AM,33.87537,-118.0822
027208,027208,8/31/2022 12:00:00 AM,"SAE WORLDTRANS LOGISTICS (USA), INC.","2580 PROGRESS STREET VISTA, CA 92081 UNITED STATES",N/A,2580 PROGRESS STREET,,VISTA,CA,92081,UNITED STATES,(858) 225-2150,,33.1694,-117.242
027398,024443,3/31/2024 12:00:00 AM,SAFE TRANSPORT GLOBAL LLC,"701 HYDRANGEA DRIVE VACAVILLE, CA 95687 UNITED STATES",N/A,701 HYDRANGEA DRIVE,,VACAVILLE,CA,95687,UNITED STATES,(650) 270-9866,,38.34192,-121.9623
025978,025978,8/31/2022 12:00:00 AM,SAMCO SHIPPING INC.,"1490 BEACHEY PLACE CARSON, CA 90746 UNITED STATES",N/A,1490 BEACHEY PLACE,,CARSON,CA,90746,UNITED STATES,(310) 639-2000,,33.85844,-118.2554
030516,030516,6/30/2023 12:00:00 AM,SAN LEGEND LOGISTICS INC,"13975 CENTRAL AVENUE UNIT B CHINO, CA 91710 UNITED STATES",N/A,13975 CENTRAL AVENUE,UNIT B,CHINO,CA,91710,UNITED STATES,(909) 233-7936,,34.01253,-117.6844
008604,008604,4/30/2025 12:00:00 AM,SANIATA P. SIA,"732 CAYUGA AVENUE SAN FRANCISCO, CA 94112 UNITED STATES",PPS ENTERPRISE,732 CAYUGA AVENUE,,SAN FRANCISCO,CA,94112,UNITED STATES,4155867620,,37.72647,-122.4375
023173,023173,3/31/2025 12:00:00 AM,SANRITSU LOGISTICS AMERICA INC.,"385 VAN NESS AVENUE SUITE 270 TORRANCE, CA 90501 UNITED STATES",N/A,385 VAN NESS AVENUE,SUITE 270,TORRANCE,CA,90501,UNITED STATES,(310) 522-4211,,33.81805,-118.251
022498,022498,8/31/2022 12:00:00 AM,SBC INTERNATIONAL INC.,"398 S. LEMON CREEK DRIVE SUITE R WALNUT, CA 91789 UNITED STATES",N/A,398 S. LEMON CREEK DRIVE,SUITE R,WALNUT,CA,91789,UNITED STATES,(909) 595-7579,4/25/2018 12:00:00 AM,34.00999,-117.8588
029774,029774,4/30/2025 12:00:00 AM,SBR SERVICE BY RYAN LLC,"2432 E. 8TH STREET SUITE 105 NATIONAL CITY, CA 91950 UNITED STATES",N/A,2432 E. 8TH STREET,SUITE 105,NATIONAL CITY,CA,91950,UNITED STATES,(619) 974-2797,,32.67492,-117.0897
020417,020417,7/31/2023 12:00:00 AM,"SCHUMACHER CARGO LOGISTICS, INC.","550 WEST 135TH STREET GARDENA, CA 90248 UNITED STATES",N/A,550 WEST 135TH STREET,,GARDENA,CA,90248,UNITED STATES,(562) 408-6677,,33.90836,-118.2844
015218,015218,8/31/2023 12:00:00 AM,"SCL - NIELSEN MULTIMODAL TRANSPORT, INC.","4045 EAST GUASTI ROAD SUITE 202 ONTARIO, CA 91761 UNITED STATES",N/A,4045 EAST GUASTI ROAD,SUITE 202,ONTARIO,CA,91761,UNITED STATES,(909) 390-2211,11/23/2012 12:00:00 AM,34.07144,-118.0611
018760,018760,10/31/2024 12:00:00 AM,SCOTT JANG,"10900 EAST 183RD STREET SUITE 175A CERRITOS, CA 90703 UNITED STATES",EXPERT CARGO INT'L CO.,10900 EAST 183RD STREET,SUITE 175A,CERRITOS,CA,90703,UNITED STATES,3108642137,,33.82637,-118.2904
022380,022380,10/31/2022 12:00:00 AM,SDC INTERNATIONAL INC,"4730 WOODMAN AVENUE, SUITE 301 SHERMAN OAKS, CA 91423 UNITED STATES",N/A,"4730 WOODMAN AVENUE, SUITE 301",,SHERMAN OAKS,CA,91423,UNITED STATES,(818) 649-7050,,34.21193,-118.4514
027586,027586,6/30/2025 12:00:00 AM,"SEA DOMINION EXPRESS, INC.","12607 HIDDENCREEK WAY, #C CERRITOS, CA 90703 UNITED STATES",N/A,"12607 HIDDENCREEK WAY, #C",,CERRITOS,CA,90703,UNITED STATES,(562) 466-9199,,33.85833,-118.0639
028014,028014,4/30/2023 12:00:00 AM,"SEA LINK, INC.","2525 W 8TH ST STE 300 LOS ANGELES, CA 90057 UNITED STATES",N/A,2525 W 8TH ST,STE 300,LOS ANGELES,CA,90057,UNITED STATES,(213) 388-3030,,34.06217,-118.2763
017647,017647,7/31/2024 12:00:00 AM,"SEA-BIG EXPRESS, INC.","198 W. 146TH STREET GARDENA, CA 90248 UNITED STATES",N/A,198 W. 146TH STREET,,GARDENA,CA,90248,UNITED STATES,(310) 354-9008,,33.88219,-118.2719
022504,022504,4/30/2025 12:00:00 AM,"SEAFAIR INTERNATIONAL LOGISTICS, LLC","119 SOUTH ATLANTIC BLVD. SUITE 218 MONTEREY PARK, CA 91754 UNITED STATES",N/A,119 SOUTH ATLANTIC BLVD.,SUITE 218,MONTEREY PARK,CA,91754,UNITED STATES,(323) 729-3036,1/23/2018 12:00:00 AM,34.06173,-118.1345
001095,017130,10/31/2023 12:00:00 AM,"SEAHORSE CONTAINER LINES, INC.","10731 WALKER STREET #B CYPRESS, CA 90630 UNITED STATES",N/A,10731 WALKER STREET,#B,CYPRESS,CA,90630,UNITED STATES,(562) 225-8600,11/23/2012 12:00:00 AM,33.80731,-118.0377
021610,021610,10/31/2023 12:00:00 AM,"SEAMASTER LOGISTICS, INC.","2000 EAST CARSON STREET CARSON, CA 90801 UNITED STATES",N/A,2000 EAST CARSON STREET,,CARSON,CA,90801,UNITED STATES,(625) 363-2400,9/24/2008 12:00:00 AM,34.0011,-117.8878
027440,027440,10/31/2024 12:00:00 AM,"SEAMAX FREIGHT INTERNATIONAL, INC","13875 CERRITOS CORPORATE DR UNIT B CERRITOS, CA 90703 UNITED STATES",N/A,13875 CERRITOS CORPORATE DR,UNIT B,CERRITOS,CA,90703,UNITED STATES,(562) 474-8682,,33.85833,-118.0639
005030,002034,4/30/2023 12:00:00 AM,SEAMODAL TRANSPORT CORPORATION,"3540 ARDEN ROAD HAYWARD, CA 94545-3628 UNITED STATES",N/A,3540 ARDEN ROAD,,HAYWARD,CA,94545-3628,UNITED STATES,(510) 832-2686,11/23/2012 12:00:00 AM,37.62222,-122.1144
027646,027646,6/30/2024 12:00:00 AM,"SEASKY LOGISTICS, INC.","17890 CASTLETON STREET SUITE 138 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17890 CASTLETON STREET,SUITE 138,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 986-5515,,33.98178,-117.8969
017026,017026,6/30/2023 12:00:00 AM,SEASPACE INTERNATIONAL FORWARDERS USA INC.,"1378 STEALTH STREET LIVERMORE, CA 94551 UNITED STATES",N/A,1378 STEALTH STREET,,LIVERMORE,CA,94551,UNITED STATES,(925) 468-0100,,37.69018,-121.9023
024613,024613,3/31/2023 12:00:00 AM,SEATOP INTERNATIONAL CORPORATION,"15442 E. VALLEY BLVD. CITY OF INDUSTRY, CA 91746 UNITED STATES",N/A,15442 E. VALLEY BLVD.,,CITY OF INDUSTRY,CA,91746,UNITED STATES,(626) 330-6338,,34.02288,-117.9603
031048,031048,8/31/2024 12:00:00 AM,SEAWAY LINES LLC,"10630 DOWNEY AVE SUITE 202 DOWNEY, CA 90241 UNITED STATES",N/A,10630 DOWNEY AVE,SUITE 202,DOWNEY,CA,90241,UNITED STATES,(562) 306-4122,,33.94161,-118.1306
026579,026579,9/30/2022 12:00:00 AM,SEAWORLD GLOBAL LOGISTICS,"3743 LEGATO CT POMONA, CA 91766 UNITED STATES",N/A,3743 LEGATO CT,,POMONA,CA,91766,UNITED STATES,(310) 742-3882,,34.04327,-117.7521
027176,027176,6/30/2025 12:00:00 AM,SEGACE GLOBAL INC.,"1210A KONA DRIVE COMPTON, CA 90220 UNITED STATES",N/A,1210A KONA DRIVE,,COMPTON,CA,90220,UNITED STATES,(424) 800-2338,,33.89066,-118.239
028578,028578,8/31/2022 12:00:00 AM,"SEINO SUPER EXPRESS USA, INC.","18730 CRENSHAW BLVD. TORRANCE, CA 90504 UNITED STATES",N/A,18730 CRENSHAW BLVD.,,TORRANCE,CA,90504,UNITED STATES,(424) 344-7700,,33.87082,-118.3295
027365,027365,5/31/2024 12:00:00 AM,SEISHOU WORLDWIDE INC.,"2032 BELLA LANE LOMITA, CA 90717-2147 UNITED STATES",N/A,2032 BELLA LANE,,LOMITA,CA,90717-2147,UNITED STATES,(424) 263-4981,,33.79334,-118.3169
021205,021205,5/31/2025 12:00:00 AM,"SELIM LOGISTICS SYSTEM USA, INC.","1971 W. 190TH STREET SUITE 150 TORRANCE, CA 90504 UNITED STATES",UNI GLOBAL LOGISTICS,1971 W. 190TH STREET,SUITE 150,TORRANCE,CA,90504,UNITED STATES,(310) 516-0202,,41.76706,-88.10928
004706,001511,1/31/2023 12:00:00 AM,SENDEREX CARGO INC.,"17022 MONTANERO AVE SUITE 6 CARSON, CA 90746 UNITED STATES",N/A,17022 MONTANERO AVE,SUITE 6,CARSON,CA,90746,UNITED STATES,(310) 342-2900,11/23/2012 12:00:00 AM,33.94244,-118.3762
020702,020702,2/28/2025 12:00:00 AM,"SEVEN SEAS SHIPPING USA, INC.","2472 CHAMBERS ROAD, STE 200 SUITE M TUSTIN, CA 92780 UNITED STATES",N/A,"2472 CHAMBERS ROAD, STE 200",SUITE M,TUSTIN,CA,92780,UNITED STATES,(714) 660-2000,,33.69089,-117.8289
024545,006230,10/31/2023 12:00:00 AM,"SF ENTERPRISES & LOGISTICS, LLC","2525 MANDELA PARKWAY OAKLAND, CA 94607 UNITED STATES",N/A,2525 MANDELA PARKWAY,,OAKLAND,CA,94607,UNITED STATES,(510) 251-2773,,37.80708,-122.285
025035,025035,5/31/2023 12:00:00 AM,"SG SAGAWA USA, INC.","18300 S.WILMINGTON AVE UNIT 100 RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,18300 S.WILMINGTON AVE,UNIT 100,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 354-0028,,33.89066,-118.239
024253,024253,3/31/2024 12:00:00 AM,"SH TRANSPORT, INC.","1121 CHERI DRIVE LA HABRA, CA 90631 UNITED STATES",N/A,1121 CHERI DRIVE,,LA HABRA,CA,90631,UNITED STATES,(310) 327-7710,,33.85476,-118.2918
026699,026699,9/30/2022 12:00:00 AM,"SHINE SHIPPING, INC","13975 CENTRAL AVENUE UNIT B CHINO, CA 91710 UNITED STATES",N/A,13975 CENTRAL AVENUE,UNIT B,CHINO,CA,91710,UNITED STATES,(310) 980-6778,,34.01253,-117.6844
022526,022526,6/30/2023 12:00:00 AM,"SHIP BEYOND, INC.","18026 FAYSMITH AVE. TORRANCE, CA 90504 UNITED STATES",N/A,18026 FAYSMITH AVE.,,TORRANCE,CA,90504,UNITED STATES,(310) 343-8225,,33.89352,-118.2831
019334,019334,4/30/2023 12:00:00 AM,"SHIP OVERSEAS, INC.","6215 FERRIS SQUARE SUITE 150 SAN DIEGO, CA 92121 UNITED STATES",N/A,6215 FERRIS SQUARE,SUITE 150,SAN DIEGO,CA,92121,UNITED STATES,(858) 451-7281,,32.89508,-117.1472
031041,031041,1/31/2024 12:00:00 AM,SHIP PRO LOGISTICS INC.,"9112 VALLEY BLVD ROSEMEAD, CA 91770 UNITED STATES",N/A,9112 VALLEY BLVD,,ROSEMEAD,CA,91770,UNITED STATES,(708) 698-1382,,34.06577,-118.0853
012475,012475,5/31/2025 12:00:00 AM,"SIAM INTERNATIONAL FREIGHTLINES, INC.","2650 DALEMEAD STREET TORRANCE, CA 90505 UNITED STATES",N/A,2650 DALEMEAD STREET,,TORRANCE,CA,90505,UNITED STATES,(310) 338-1284,,33.87156,-118.2442
024521,024521,1/31/2023 12:00:00 AM,"SIG GLOBAL, INC.","1700 N. ALAMEDA STREET COMPTON, CA 90222 UNITED STATES",N/A,1700 N. ALAMEDA STREET,,COMPTON,CA,90222,UNITED STATES,(424) 349-5003,,33.8853,-118.3085
014978,004175,5/31/2025 12:00:00 AM,SILKEN FORTRESS CORPORATION,"5858 SOUTH HOLMES AVENUE 2ND FLOOR LOS ANGELES, CA 90001 UNITED STATES",N/A,5858 SOUTH HOLMES AVENUE,2ND FLOOR,LOS ANGELES,CA,90001,UNITED STATES,(323) 581-4550,,33.97309,-118.2479
027290,027290,10/31/2022 12:00:00 AM,"SILKROAD, INC.","311 E. 157 STREET GARDENA, CA 90248 UNITED STATES","USCARS LUXURY MOTORS, USCARS ENTERPRISES",311 E. 157 STREET,,GARDENA,CA,90248,UNITED STATES,(310) 729-8808,,33.87451,-118.2893
025330,025330,10/31/2023 12:00:00 AM,SILVER FREIGHT INC.,"2512 WHITNEY DRIVE ALHAMBRA, CA 91803 UNITED STATES",N/A,2512 WHITNEY DRIVE,,ALHAMBRA,CA,91803,UNITED STATES,(626) 782-7557,,34.07451,-118.1434
024877,024877,7/31/2025 12:00:00 AM,SILVER HAWK FREIGHT INC.,"16410 BLOOMFIELD AVENUE CERRITOS, CA 90703 UNITED STATES",TITAN WORLDWIDE,16410 BLOOMFIELD AVENUE,,CERRITOS,CA,90703,UNITED STATES,(310) 622-5545,,33.85833,-118.0639
014453,003515,5/31/2023 12:00:00 AM,"SILVERSTAR EXPRESS, INC.","19010 LAUREL PARK ROAD RANCHO DOMINGUEZ, CA 90220 UNITED STATES",SEI,19010 LAUREL PARK ROAD,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 604-0300,,33.85806,-118.2187
010357,010357,7/31/2024 12:00:00 AM,"SILVERWINGS UNIQUE, INC.","451 N OAK ST INGLEWOOD, CA 90302-3314 UNITED STATES",N/A,451 N OAK ST,,INGLEWOOD,CA,90302-3314,UNITED STATES,(310)674-8889,,33.96785,-118.3661
022970,022970,10/31/2022 12:00:00 AM,SINO UNITED LINK CORPORATION,"17807 MACLAREN ST, STE A CITY OF INDUSTRY, CA 91744 UNITED STATES",N/A,"17807 MACLAREN ST, STE A",,CITY OF INDUSTRY,CA,91744,UNITED STATES,(714) 379-6266,11/23/2012 12:00:00 AM,33.87048,-117.8636
006053,006053,3/31/2024 12:00:00 AM,"SINO-AM MARINE COMPANY, INC.","17800 CASTLETON STREET STE 588 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17800 CASTLETON STREET,STE 588,CITY OF INDUSTRY,CA,91748,UNITED STATES,(310) 338-0978,,33.95777,-118.3741
006365,006365,5/31/2024 12:00:00 AM,SINO-AMERICAN CORPORATION,"1160 CENTRE DRIVE SUITE F CITY OF INDUSTRY, CA 91789 UNITED STATES",SINO-AMERICAN LINE,1160 CENTRE DRIVE,SUITE F,CITY OF INDUSTRY,CA,91789,UNITED STATES,(626) 820-5588,,33.99366,-117.8719
024307,024307,7/31/2022 12:00:00 AM,SIPPI LOGISTICS INC,"5625 FIRESTONE BLVD OFFICE# 2 SOUTH GATE, CA 90280 UNITED STATES",N/A,5625 FIRESTONE BLVD,OFFICE# 2,SOUTH GATE,CA,90280,UNITED STATES,(310) 220-4623,,33.93206,-118.3697
027400,027400,10/31/2022 12:00:00 AM,"SJC FREIGHT SYSTEMS, INC.","1770 E. 22ND STREET VERNON, CA 90058 UNITED STATES",N/A,1770 E. 22ND STREET,,VERNON,CA,90058,UNITED STATES,(213) 292-7237,,33.99734,-118.2354
029720,029720,10/31/2023 12:00:00 AM,SKUTEAM INC,"3031 TISCH WAY 110 PLAZA WEST SAN JOSE, CA 95128 UNITED STATES",SILQ,3031 TISCH WAY,110 PLAZA WEST,SAN JOSE,CA,95128,UNITED STATES,(347) 901-7526,,37.31466,-121.9344
016733,,11/18/2024 12:00:00 AM,"SKY 2 C FREIGHT SYSTEMS, INC.","1500 ATLANTIC ST. UNION CITY, CA 94587 UNITED STATES",N/A,1500 ATLANTIC ST.,,UNION CITY,CA,94587,UNITED STATES,(510) 743-3300,,37.50644,-121.9531
026240,026240,10/31/2024 12:00:00 AM,"SKY EAGLE LOGISTICS, INC.","247 E. REDONDO BEACH BLVD. GARDENA, CA 90248 UNITED STATES",N/A,247 E. REDONDO BEACH BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 323-0181,,33.87451,-118.2893
029137,029137,7/31/2023 12:00:00 AM,SKY OCEAN INTERNATIONAL LLC,"139 MITCHELL AVENUE SUITE 122-123 SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,139 MITCHELL AVENUE,SUITE 122-123,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 206-2061,,37.65382,-122.4347
026383,026383,3/31/2025 12:00:00 AM,"SKYOCEAN, INC.","5080 S. ALAMEDA ST. VERNON, CA 90058 UNITED STATES",N/A,5080 S. ALAMEDA ST.,,VERNON,CA,90058,UNITED STATES,(424) 242-1590,,33.99734,-118.2354
018298,018298,8/31/2022 12:00:00 AM,SKY-WORLD INT'L EXPRESS INC.,"16325 ARTHUR STREET CERRITOS, CA 90703 UNITED STATES",N/A,16325 ARTHUR STREET,,CERRITOS,CA,90703,UNITED STATES,(562) 229-3907,5/1/2015 12:00:00 AM,33.8835,-118.0615
025460,025460,10/31/2024 12:00:00 AM,SL LOGIX INC,"20212 S RANCHO WAY RANCHO DOMINGUEZ, CA 90220 UNITED STATES",DAESIN INT'L,20212 S RANCHO WAY,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(424) 340-2677,,33.89066,-118.239
022107,022107,7/31/2025 12:00:00 AM,"SMC PROJECT MANAGEMENT, LLC","2200 AMAPOLA COURT SUITE 102 TORRANCE, CA 90501 UNITED STATES",N/A,2200 AMAPOLA COURT,SUITE 102,TORRANCE,CA,90501,UNITED STATES,(310) 561-8833,,33.83752,-118.3283
016538,016538,8/31/2023 12:00:00 AM,SOLEX LOGISTICS INC.,"18710 S. WILMINGTON AVE. STE. 104 COMPTON, CA 90220 UNITED STATES",N/A,18710 S. WILMINGTON AVE.,STE. 104,COMPTON,CA,90220,UNITED STATES,(310) 568-0788,,33.93208,-118.3697
015866,015866,6/30/2024 12:00:00 AM,"SONEX EXPRESS, INC.","18105 ADRIA MARU LANE CARSON, CA 90746 UNITED STATES",N/A,18105 ADRIA MARU LANE,,CARSON,CA,90746,UNITED STATES,(310) 808-9898,,33.86781,-118.2742
026056,026056,6/30/2024 12:00:00 AM,SONIC EXPRESS INC.,"4115 BLACKHAWK PLAZA CIRCLE SUITE 100 DANVILLE, CA 94506 UNITED STATES",N/A,4115 BLACKHAWK PLAZA CIRCLE,SUITE 100,DANVILLE,CA,94506,UNITED STATES,(925) 255-5869,,37.82083,-121.9067
026410,026410,10/31/2023 12:00:00 AM,"SONIC GLOBAL LOGISTICS, INC.","153 E COMPTON BLVD. GARDENA, CA 90248 UNITED STATES",N/A,153 E COMPTON BLVD.,,GARDENA,CA,90248,UNITED STATES,(424) 340-0550,,33.87451,-118.2893
020938,020938,8/31/2023 12:00:00 AM,SOO HOO CUSTOMS BROKER INC.,"2600 YATES AVENUE COMMERCE, CA 90040 UNITED STATES",SOO HOO SHIPPING,2600 YATES AVENUE,,COMMERCE,CA,90040,UNITED STATES,(213) 680-0083,,34.00333,-118.1371
015398,015398,8/31/2022 12:00:00 AM,"SOONEST EXPRESS, INC.","228 EAST HARRIS AVENUE SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,228 EAST HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 342-3833,11/23/2012 12:00:00 AM,37.65046,-122.3993
016406,016406,6/30/2022 12:00:00 AM,SOONOK SUE DEMONTE,"550 W. PATRICE PLACE UNIT#B GARDENA, CA 90248 UNITED STATES",ODE INTERNATIONAL COMPANY,550 W. PATRICE PLACE,UNIT#B,GARDENA,CA,90248,UNITED STATES,(310) 630-0533,,33.86716,-118.2755
028752,028752,2/28/2024 12:00:00 AM,SPEED WORLDWIDE LOGISTICS,"4733 TORRANCE BLVD. SUITE 515 TORRANCE, CA 90503 UNITED STATES",N/A,4733 TORRANCE BLVD.,SUITE 515,TORRANCE,CA,90503,UNITED STATES,(310) 561-5069,,33.83971,-118.3542
015754,015754,4/30/2024 12:00:00 AM,"SPEEDLINE SYSTEMS, INC.","21950 ARNOLD CENTER ROAD CARSON, CA 90810 UNITED STATES",N/A,21950 ARNOLD CENTER ROAD,,CARSON,CA,90810,UNITED STATES,(310) 518-7363,,33.81906,-118.2626
007987,007987,7/31/2025 12:00:00 AM,"SPEEDMARK TRANSPORTATION, INC.","1525 ADRIAN RD BURLINGAME, CA 94010 UNITED STATES",N/A,1525 ADRIAN RD,,BURLINGAME,CA,94010,UNITED STATES,,,37.59447,-122.3696
024456,024456,6/30/2024 12:00:00 AM,"SPEEDWAY USA, INC.","2410 S. SIERRA DR COMPTON, CA 90220 UNITED STATES",N/A,2410 S. SIERRA DR,,COMPTON,CA,90220,UNITED STATES,(310) 352-3380,,33.88452,-118.2692
027795,027795,5/31/2025 12:00:00 AM,SPRINT GLOBAL JOINT LLC,"833 FALLON AVENUE SAN MATEO, CA 94401 UNITED STATES",N/A,833 FALLON AVENUE,,SAN MATEO,CA,94401,UNITED STATES,(415) 794-3702,,37.57227,-122.3203
027846,027846,6/30/2024 12:00:00 AM,"SQUARE FREIGHT, INC.","1111 CORPORATE CENTER DRIVE SUITE 203 MONTEREY PARK, CA 91754 UNITED STATES",N/A,1111 CORPORATE CENTER DRIVE,SUITE 203,MONTEREY PARK,CA,91754,UNITED STATES,(323) 261-4037,,34.05341,-118.1271
024275,024275,5/31/2025 12:00:00 AM,"SR INTER FREIGHT, INC.","625 WEST VICTORIA STREET COMPTON, CA 90220 UNITED STATES",N/A,625 WEST VICTORIA STREET,,COMPTON,CA,90220,UNITED STATES,(310) 604-7511,,33.86796,-118.2326
024073,024073,3/31/2025 12:00:00 AM,"SR LOGISTICS, INC.","2200 E. ANAHEIM STREET SUITE A LONG BEACH, CA 90804 UNITED STATES",N/A,2200 E. ANAHEIM STREET,SUITE A,LONG BEACH,CA,90804,UNITED STATES,(562) 313-9080,,33.78299,-118.1552
013752,004137,7/31/2023 12:00:00 AM,"SST INTERNATIONAL, INC.","1001 WEST WALNUT STREET COMPTON, CA 90220 UNITED STATES",AXIMA LOGISTICS,1001 WEST WALNUT STREET,,COMPTON,CA,90220,UNITED STATES,(310) 638-1775,11/23/2012 12:00:00 AM,33.94154,-118.3702
024232,024232,2/28/2023 12:00:00 AM,STAR CLUSTER LOGISTICS,"18050 CENTRAL AVENUE CARSON, CA 90746 UNITED STATES",N/A,18050 CENTRAL AVENUE,,CARSON,CA,90746,UNITED STATES,(310) 631-3430,,33.6876,-117.8635
019247,019247,7/31/2024 12:00:00 AM,"STARLINK CONSOLIDATION SERVICE, INC.","13181 CROSSROADS PARKWAY NORTH STE 260 CITY OF INDUSTRY, CA 91746 UNITED STATES",N/A,13181 CROSSROADS PARKWAY NORTH,STE 260,CITY OF INDUSTRY,CA,91746,UNITED STATES,(310) 673-9988,,33.94542,-118.3393
025916,025916,6/30/2023 12:00:00 AM,STARLINK FREIGHT SYSTEM (SFO) INC.,"577 AIRPORT BLVD SUITE 800 BURLINGAME, CA 94010 UNITED STATES",KERRY APEX (STL),577 AIRPORT BLVD,SUITE 800,BURLINGAME,CA,94010,UNITED STATES,(650) 589-2575,,37.57589,-122.363
029871,029871,1/31/2025 12:00:00 AM,STARSHIP LOGISTICS LLC,"2711 E DOMINGUEZ ST LONG BEACH, CA 90810 UNITED STATES",N/A,2711 E DOMINGUEZ ST,,LONG BEACH,CA,90810,UNITED STATES,(310) 870-8928,,33.81099,-118.215
